ParticipantName,TeamName,Position,Accurate long balls per 90,Accurate passes per 90,Assists,Big chances created,Big chances missed,Blocks per 90,Chances created,Clean sheets,Clearances per 90,Expected assist (xA),Expected assist (xA) per 90,Expected goals (xG),Expected goals (xG) per 90,Expected goals on target (xGOT),Fouls committed per 90,Goals conceded per 90,Goals per 90,Goals prevented,Interceptions per 90,Penalties conceded,Penalties won,Possession won final 3rd per 90,Red cards,Save percentage,Saves per 90,Shots on target per 90,Successful dribbles per 90,Top scorer,Yellow cards
Mason Greenwood,Marseille,ATT,3.4,41.3,4.0,9.0,3.0,,37.0,,0.1,3.9,0.24,9.9,0.6,10.5,0.5,,0.79,,0.1,,,0.5,,,,1.7,1.8,13.0,2.0
Mathieu Acapandie,Nantes,DEF,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Mathieu Cafaro,Paris FC,ATT,,,,,,,3.0,,,0.3,,0.3,,0.1,,,,,,,,,,,,,,,
Mathis Amougou,Strasbourg,MID,,,,,1.0,,2.0,,,0.1,,0.2,,0.1,,,,,,,,,,,,,,,1.0
Mathis Jangeal,Paris Saint-Germain,MID,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Mathis Saka,Toulouse,MID,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Mathys de Carvalho,Lyon,MID,3.8,55.8,,,,0.3,1.0,,2.2,0.1,0.04,0.4,0.14,0.5,0.6,,,,1.3,,,0.6,,,,0.6,0.3,,1.0
Matias Fernandez-Pardo,Lille,ATT,0.6,22.6,3.0,3.0,6.0,0.1,20.0,,0.1,2.4,0.19,3.2,0.25,3.4,0.6,,0.24,,0.2,,1.0,0.9,,,,1.2,1.3,3.0,3.0
Matthew O'Riley,Marseille,ATT,1.5,47.7,2.0,5.0,1.0,0.4,12.0,,1.2,2.1,0.26,0.8,0.1,0.5,1.8,,0.12,,0.7,,,0.9,,,,0.4,0.2,1.0,2.0
Matthieu Udol,Lens,DEF,1.5,32.9,6.0,16.0,3.0,0.4,33.0,,2.0,5.1,0.26,2.0,0.1,1.0,1.0,,,,1.6,,,0.6,,,,0.3,0.5,,1.0
Matthis Abline,Nantes,ATT,0.3,10.1,2.0,6.0,6.0,,17.0,,0.4,1.8,0.1,4.4,0.25,4.0,1.3,,0.22,,0.2,,2.0,0.6,,,,0.8,2.2,4.0,4.0
Matvey Safonov,Paris Saint-Germain,GK,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,
Maxima Goffi,Lille,DEF,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Maxime Colin,Metz,DEF,1.5,42.8,,,1.0,0.6,4.0,,2.2,0.2,0.02,0.4,0.03,0.0,0.6,,,,1.2,,,0.2,,,,0.1,0.3,,
Maxime Dupé,Nice,GK,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Maxime Lopez,Paris FC,MID,3.5,73.5,3.0,12.0,,0.1,37.0,,0.5,3.8,0.23,0.3,0.02,0.5,1.4,,,,0.5,,,0.4,,,,0.2,0.2,,8.0
Mayckel Lahdo,Nantes,ATT,,,1.0,,,,5.0,,,0.1,,0.4,,0.4,,,,,,,,,,,,,,1.0,
Mbwana Samatta,Le Havre,ATT,0.6,11.1,,,6.0,,10.0,,0.2,0.7,0.08,1.8,0.2,1.3,2.6,,,,0.3,,,0.8,,,,0.8,0.4,,4.0
Melvin Bard,Nice,DEF,1.5,37.3,1.0,3.0,,0.8,11.0,,2.9,1.0,0.06,0.4,0.02,0.3,0.9,,0.06,,1.2,,,0.2,,,,0.2,0.7,1.0,2.0
Melvin Zinga,Angers,GK,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Michel Diaz,Brest,DEF,,,,,,,1.0,,,0.1,,0.1,,,,,,,,,1.0,,,,,,,,
Mika Biereth,Monaco,ATT,0.1,9.5,2.0,3.0,3.0,0.2,14.0,,0.4,1.1,0.11,3.3,0.32,2.6,1.4,,0.2,,,,,0.9,,,,0.7,0.3,2.0,
Mikayil Faye,Rennes,DEF,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Mike Penders,Strasbourg,GK,,36.6,,,,,,6.0,0.6,0.0,0.0,,,,0.1,1.3,,1.9,,1.0,,,,67.5,2.7,,,,3.0
Mohamed Bamba,Lorient,ATT,0.5,12.5,2.0,2.0,3.0,,6.0,,0.8,1.0,0.13,2.3,0.31,1.9,2.3,,0.13,,0.3,,,0.4,,,,0.8,0.5,1.0,3.0
Mohamed Dao,Paris FC,Code_3,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Mohamed Kaba,Nantes,MID,,,1.0,1.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,
Mohamed Meite,Rennes,ATT,,9.2,2.0,2.0,4.0,0.2,5.0,,1.7,0.6,0.1,3.5,0.6,3.7,2.0,,0.51,,0.2,,,0.3,,,,1.2,1.0,3.0,
Mohamed-Ali Cho,Nice,ATT,0.5,18.9,2.0,5.0,3.0,0.1,13.0,,0.6,2.0,0.19,1.9,0.19,3.2,0.5,,0.39,,0.3,,,0.7,,,,0.7,1.2,4.0,
Mohammed Salisu,Monaco,DEF,2.1,59.5,,,1.0,1.8,2.0,,7.0,0.2,0.02,0.8,0.06,1.0,1.4,,0.08,,1.4,,,0.2,,,,0.2,0.2,1.0,3.0
Moise Bombito,Nice,DEF,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,1.0
Montassar Talbi,Lorient,DEF,1.9,41.4,1.0,,,0.8,5.0,,6.3,0.4,0.02,0.4,0.02,,0.2,,,,0.9,,,0.1,,,,,0.1,,1.0
Morgan Bokele,Metz,ATT,1.2,32.2,,,,0.4,2.0,,0.8,0.2,0.09,0.3,0.14,0.5,0.8,,,,0.4,,,,,,,0.4,1.2,,
Morgan Guilavogui,Lens,ATT,2.1,30.9,,2.0,3.0,,10.0,,0.9,1.1,0.2,1.2,0.23,0.7,2.8,,0.19,,0.2,,1.0,0.9,1.0,,,0.4,1.5,1.0,3.0
Morgan Sanson,Nice,MID,2.0,24.2,2.0,2.0,4.0,0.6,6.0,,0.7,0.9,0.11,1.6,0.2,0.5,2.2,,,,0.9,,,0.7,,,,0.4,1.1,,2.0
Mory Diaw,Le Havre,GK,,24.1,1.0,1.0,,,3.0,5.0,1.0,0.0,0.0,,,,,1.4,,-3.0,0.1,,,,,64.5,2.5,,,,
Moses Simon,Paris FC,ATT,0.2,16.0,2.0,4.0,1.0,0.1,14.0,,0.4,2.4,0.18,2.1,0.16,2.5,0.6,,0.22,,0.6,,,0.7,,,,0.4,1.0,3.0,
Mostafa Mohamed,Nantes,ATT,0.1,8.8,,2.0,2.0,0.3,8.0,,0.9,0.7,0.07,2.6,0.26,1.7,1.4,,0.29,,0.6,,,0.2,,,,0.5,0.3,3.0,1.0
Mousa Tamari,Rennes,MID,0.5,21.6,3.0,4.0,1.0,0.1,21.0,,0.2,2.8,0.21,2.5,0.19,2.1,1.0,,0.15,,0.5,,,0.9,,,,1.1,0.8,2.0,4.0
Moussa Niakhaté,Lyon,DEF,2.7,62.7,2.0,3.0,,0.7,8.0,,5.5,1.3,0.08,0.2,0.01,,1.3,,,,0.6,1.0,,0.1,,,,,0.2,,3.0
Nabil Bentaleb,Lille,MID,3.2,60.6,1.0,1.0,,0.5,5.0,,3.0,0.9,0.11,1.2,0.16,1.3,0.6,,0.26,,0.6,,,0.6,,,,0.6,0.3,2.0,1.0
Naouirou Ahamada,Auxerre,MID,,,,,,,,,,0.0,,0.1,,,,,,,,,,,,,,,,,
Nathan Ngoy,Lille,DEF,3.2,54.9,1.0,2.0,2.0,0.4,3.0,,3.6,0.6,0.04,0.7,0.05,0.5,0.8,,,,1.7,,,0.1,1.0,,,0.2,0.3,,3.0
Nathaniel Adjei,Lorient,DEF,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Nayef Aguerd,Marseille,DEF,1.8,84.6,,1.0,,0.7,3.0,,4.2,0.3,0.02,0.4,0.03,0.2,1.3,,0.08,,1.2,,,,,,,0.1,,1.0,2.0
Neal Maupay,Marseille,ATT,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Ngal Ayel Mukau,Lille,MID,1.0,30.6,,,3.0,,7.0,,0.4,0.2,0.03,1.6,0.2,0.7,1.6,,0.12,,0.5,,,0.7,,,,0.2,0.5,1.0,2.0
Nhoa Sangui,Paris FC,DEF,0.9,36.2,,2.0,,0.1,10.0,,2.2,0.8,0.09,0.1,0.02,,0.4,,,,0.4,,,0.1,,,,,0.2,,
Nicolas Cozza,Nantes,DEF,1.4,25.3,,,,0.2,5.0,,3.5,0.3,0.02,0.2,0.01,,0.8,,,,0.8,,,0.3,,,,,0.5,,
Nicolás Tagliafico,Lyon,DEF,1.1,41.7,3.0,3.0,3.0,0.3,9.0,,2.3,0.7,0.06,1.3,0.12,0.5,2.4,,,,1.4,,,0.1,1.0,,,0.1,0.2,,2.0
Noah Cadiou,Lorient,MID,2.1,41.5,1.0,,1.0,0.9,4.0,,1.9,0.3,0.04,0.5,0.07,0.3,1.2,,,,1.3,,,0.5,,,,0.3,0.5,,
Noah Edjouma,Toulouse,ATT,0.4,16.0,,,,,6.0,,1.8,0.6,0.22,0.4,0.15,0.7,1.5,,,,1.1,,,0.7,,,,1.1,3.3,,
Noah Nartey,Lyon,MID,,,,,,,,,,0.0,,0.4,,0.2,,,,,,,,,,,,,,1.0,
Noah Nsoki,Paris Saint-Germain,ATT,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Noam Jacquet,Le Havre,Code_3,,,,,,,,,,0.0,,0.1,,0.3,,,,,,,1.0,,,,,,,1.0,
Nordan Mukiele,Rennes,Code_3,,,,,,,1.0,,,0.0,,0.1,,,,,,,,,,,,,,,,,
Nouha Dicko,Paris FC,ATT,,,1.0,1.0,,,1.0,,,0.0,,0.4,,0.1,,,,,,,,,,,,,,1.0,
Nuno Mendes,Paris Saint-Germain,DEF,3.2,64.5,2.0,4.0,1.0,0.2,19.0,,0.9,1.7,0.19,2.0,0.22,2.5,0.9,,0.32,,1.1,1.0,,0.6,,,,1.0,1.8,3.0,1.0
Obed Nkambadio,Paris FC,GK,,31.7,,,,,1.0,1.0,1.0,0.0,0.0,,,,,1.8,,-5.0,,,,,,53.5,2.1,,,,
Odsonne Edouard,Lens,ATT,0.3,11.5,2.0,3.0,7.0,0.2,8.0,,1.6,0.7,0.06,4.9,0.44,4.8,1.2,,0.63,,0.1,,1.0,0.4,,,,1.3,0.9,7.0,1.0
Olivier Giroud,Lille,ATT,0.5,13.5,1.0,1.0,7.0,0.2,17.0,,0.8,1.4,0.1,6.0,0.42,4.8,1.6,,0.28,,0.2,,,0.4,,,,0.8,0.1,4.0,1.0
Orel Mangala,Lyon,MID,,,,,,,1.0,,,0.0,,0.1,,,,,,,,,,,,,,,,,
Osame Sahraoui,Lille,ATT,0.8,38.2,2.0,2.0,1.0,0.2,8.0,,0.4,1.3,0.25,0.8,0.16,0.5,0.6,,0.2,,0.6,,,0.8,,,,0.8,2.8,1.0,
Otavio,Paris FC,DEF,3.5,59.6,,,,0.7,3.0,,6.9,0.2,0.01,0.2,0.01,0.1,1.0,,,,1.4,1.0,,0.2,1.0,,,0.1,0.3,,5.0
Ousmane Camara,Angers,DEF,1.5,41.3,,,,1.1,2.0,,6.4,0.1,0.0,0.1,0.01,0.5,0.6,,0.06,,1.0,,,0.1,,,,0.1,0.1,1.0,1.0
Ousmane Dembélé,Paris Saint-Germain,ATT,3.2,66.1,3.0,5.0,1.0,,27.0,,,2.6,0.43,3.4,0.56,3.0,0.3,,0.83,,,,,1.2,,,,1.3,1.7,5.0,
Ousmane Touré,Lille,DEF,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Oussama El Azzouzi,Auxerre,MID,2.8,38.7,,1.0,1.0,0.3,9.0,,1.4,0.5,0.05,0.5,0.06,0.7,2.0,,0.11,,1.8,,,0.3,1.0,,,0.1,0.7,1.0,1.0
Pablo Pagis,Lorient,ATT,2.4,23.3,,2.0,3.0,0.2,14.0,,1.2,1.1,0.1,4.9,0.44,3.9,1.3,,0.55,,1.1,,,0.5,,,,1.1,0.8,6.0,1.0
Pablo Rosario,Nice,MID,,,,,,,1.0,,,0.0,,0.1,,0.1,,,,,,,,,,,,,,,
Panos Katseris,Lorient,MID,,,,1.0,,,3.0,,,0.4,,0.5,,0.0,,,,,,,,,,,,,,,1.0
Pape Cabral,Monaco,MID,,,,,1.0,,,,,0.1,,0.5,,0.5,,,,,,,,,,,,,,,
Pape Demba Diop,Toulouse,MID,,,1.0,,,,4.0,,,0.2,,0.2,,0.4,,,,,,,,,,,,,,1.0,
Pape Sy,Metz,GK,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Paris Brunner,Monaco,ATT,,,,,,,,,,0.0,,0.1,,,,,,,,,,,,,,,,,1.0
Pathé Mboup,Brest,ATT,0.3,14.5,,1.0,4.0,0.1,7.0,,0.5,0.7,0.07,2.4,0.26,2.3,2.7,,0.11,,1.1,,,1.2,,,,1.0,1.9,1.0,5.0
Patrik Carlgren,Nantes,GK,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Paul Argney,Le Havre,GK,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Paul Pogba,Monaco,MID,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Pavel Sulc,Lyon,ATT,0.5,17.5,2.0,3.0,2.0,,12.0,,0.7,1.5,0.13,6.7,0.57,7.9,2.0,,0.76,,0.6,,,0.5,,,,1.2,0.9,9.0,2.0
Philipp Köhn,Monaco,GK,,20.1,,,,,,3.0,0.3,0.0,0.0,,,,,1.8,,-2.0,0.1,,,,,58.9,2.5,,,,1.0
Pierre Ganiou,Lens,DEF,,,,,2.0,,1.0,,,0.1,,1.1,,1.0,,,,,,1.0,,,1.0,,,,,2.0,
Pierre Lees-Melou,Paris FC,MID,4.0,41.8,1.0,1.0,1.0,0.4,9.0,,1.3,0.8,0.07,0.8,0.06,0.8,1.6,,0.08,,0.8,2.0,,0.7,,,,0.3,0.5,1.0,2.0
Pierre-Emerick Aubameyang,Marseille,ATT,0.2,16.8,5.0,7.0,8.0,,16.0,,0.6,2.5,0.2,7.3,0.59,7.1,1.0,,0.48,,0.2,,1.0,0.4,,,,1.4,0.3,6.0,1.0
Pierre-Emile Højbjerg,Marseille,MID,2.8,75.9,3.0,3.0,4.0,0.2,18.0,,1.3,1.7,0.11,1.9,0.12,1.5,1.2,,0.12,,0.6,,,0.9,,,,0.5,0.7,2.0,2.0
Pierre-Yves Hamel,Paris FC,ATT,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Pierrick Capelle,Angers,MID,,,,1.0,,,2.0,,,0.2,,,,,,,,,,,,,,,,,,,
Pol Lirola,Marseille,MID,,,,,,,1.0,,,0.1,,,,,,,,,,,,,,,,,,,
Prosper Peter,Angers,ATT,0.1,9.5,,,7.0,,9.0,,0.3,0.4,0.04,3.9,0.44,4.1,2.6,,0.33,,0.2,,,0.4,,,,1.0,0.3,3.0,
Przemyslaw Frankowski,Rennes,MID,1.8,36.3,2.0,2.0,,0.1,23.0,,2.7,2.4,0.19,0.5,0.04,0.5,0.9,,0.08,,0.6,,,0.6,,,,0.2,0.3,1.0,4.0
Quentin Merlin,Rennes,MID,1.6,35.6,3.0,5.0,1.0,0.4,22.0,,1.8,2.7,0.18,1.0,0.07,0.6,0.3,,0.07,,1.2,,,0.5,,,,0.3,0.5,1.0,
Quentin Ndjantou,Paris Saint-Germain,MID,1.0,42.5,1.0,,2.0,0.3,5.0,,0.5,0.3,0.09,1.5,0.38,1.3,1.8,,0.25,,0.5,,,0.3,,,,0.8,1.5,1.0,1.0
Quinten Timber,Marseille,MID,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0
Rabby Nzingoula,Strasbourg,MID,,,,,,,1.0,,,0.0,,0.0,,,,,,,,,,,1.0,,,,,,
Rachid Ghezzal,Lyon,ATT,,,,,,,1.0,,,0.1,,0.1,,0.3,,,,,,,,,,,,,,,
Radoslaw Majecki,Brest,GK,,21.0,,,,,,3.0,0.5,0.0,0.0,,,,0.1,1.6,,-2.8,,1.0,,,1.0,63.4,2.7,,,,
Rafael Luis,Strasbourg,MID,,,,,,,3.0,,,0.3,,0.1,,0.6,,,,,,,,,,,,,,,
Rafik Messali,Toulouse,MID,0.5,20.6,,,,0.5,2.0,,4.2,0.3,0.06,,,,1.6,,,,2.8,,,0.5,,,,,0.2,,2.0
Raphael Le Guen,Brest,Code_1,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Rasmus Nicolaisen,Toulouse,DEF,1.8,35.7,,,,0.5,1.0,,6.1,0.4,0.02,0.5,0.03,0.5,1.3,,,,1.6,1.0,,0.1,,,,0.2,0.2,,3.0
Rassoul Ndiaye,Le Havre,ATT,1.0,25.7,3.0,4.0,2.0,0.1,19.0,,0.8,1.7,0.1,1.8,0.11,2.9,0.7,,0.19,,0.5,,,0.4,,,,0.4,0.7,3.0,1.0
Rayan Fofana,Lens,ATT,0.3,12.5,,,7.0,0.3,4.0,,0.8,0.1,0.02,3.6,0.55,3.7,1.5,,0.46,,0.3,,1.0,0.2,,,,1.4,1.2,3.0,
Reda Khadra,Le Havre,ATT,,,,,,,3.0,,,0.4,,0.2,,0.4,,,,,,,,,,,,,,,
Robin Risser,Lens,GK,,20.4,,,,,1.0,8.0,0.5,0.0,0.0,,,,,0.8,,7.2,,,,,,76.5,2.6,,,,2.0
Robinio Vaz,Marseille,ATT,0.2,13.0,2.0,2.0,2.0,,6.0,,0.7,0.4,0.09,2.3,0.56,1.7,1.9,,0.97,,0.5,,1.0,0.2,,,,1.4,0.2,4.0,2.0
Romain Del Castillo,Brest,ATT,0.9,26.3,2.0,7.0,2.0,0.1,41.0,,0.6,3.9,0.24,6.9,0.42,6.5,1.3,,0.43,,0.8,,,0.9,1.0,,,0.6,1.0,7.0,1.0
Romain Faivre,Auxerre,ATT,,,,,,,1.0,,,0.1,,0.1,,,,,,,,,,,,,,,,,
Romain Perraud,Lille,DEF,0.8,37.7,3.0,5.0,,0.3,23.0,,2.0,2.4,0.16,1.5,0.1,1.6,1.0,,0.13,,0.8,,,0.5,1.0,,,0.6,0.3,2.0,4.0
Ruben Aguilar,Lens,MID,1.1,36.9,1.0,5.0,,0.6,18.0,,1.6,1.6,0.1,0.7,0.04,1.1,1.2,,0.06,,1.5,,,0.6,,,,0.1,0.3,1.0,3.0
Ruben Kluivert,Lyon,DEF,1.0,45.9,2.0,2.0,,0.6,2.0,,5.4,0.5,0.07,0.2,0.03,0.4,1.0,,0.16,,1.3,,,0.2,,,,0.2,0.5,1.0,1.0
Rudy Matondo,Auxerre,MID,1.2,31.4,,,,0.3,2.0,,0.9,0.1,0.02,0.2,0.03,,1.8,,,,1.0,,,0.1,,,,,0.6,,3.0
Ryan Rodin,Auxerre,ATT,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Rémy Cabella,Nantes,ATT,,,,1.0,2.0,,9.0,,,0.7,,2.0,,1.7,,,,,,,,,,,,,,1.0,1.0
Rémy Descamps,Lyon,GK,,,,,,,,3.0,,0.0,,,,,,,,,,,,,,,,,,,
Rémy Lascary,Brest,ATT,0.6,14.7,1.0,1.0,3.0,,3.0,,0.2,0.6,0.09,2.6,0.42,3.1,2.4,,0.32,,0.3,,,0.8,,,,1.3,1.4,2.0,2.0
Sadibou Sané,Metz,DEF,,,,,,,,,,0.0,,0.2,,1.1,,,,,,2.0,,,2.0,,,,,2.0,2.0
Saliou Diop,Brest,Code_3,,,,,,,,,,0.0,,0.1,,,,,,,,,,,,,,,,,
Salis Abdul Samed,Nice,MID,0.5,43.0,,,,,1.0,,0.5,0.1,0.02,,,,1.9,,,,1.2,,,,,,,,0.3,,3.0
Sambou Soumano,Lorient,ATT,0.2,12.3,2.0,2.0,5.0,,8.0,,1.3,0.7,0.09,5.1,0.61,4.0,1.5,,0.47,,0.4,,,0.4,,,,1.2,0.6,4.0,2.0
Samir Chergui,Paris FC,DEF,1.0,40.8,,,1.0,0.4,2.0,,2.7,0.3,0.03,1.6,0.14,1.2,1.1,,0.09,,0.6,,,,,,,0.3,0.3,1.0,1.0
Samir El Mourabet,Strasbourg,MID,1.5,52.1,,2.0,,0.7,14.0,,0.9,1.2,0.09,0.3,0.02,,1.2,,,,0.8,,,0.8,,,,,0.7,,3.0
Samson Baidoo,Lens,DEF,2.8,46.7,1.0,1.0,3.0,1.3,2.0,,3.9,0.3,0.02,1.6,0.1,2.2,1.0,,0.12,,1.3,,,0.2,,,,0.2,0.4,2.0,2.0
Samuel Amo-Ameyaw,Strasbourg,MID,0.5,32.8,1.0,1.0,1.0,,6.0,,0.2,0.7,0.12,0.4,0.08,0.3,1.7,,0.17,,0.5,1.0,,1.0,,,,0.2,2.4,1.0,1.0
Santiago Hidalgo,Toulouse,ATT,0.5,15.9,2.0,,,0.2,3.0,,1.1,0.2,0.04,1.6,0.28,2.3,3.2,,0.71,,0.4,,,0.5,,,,0.9,0.5,4.0,2.0
Saud Abdulhamid,Lens,MID,0.4,38.7,1.0,1.0,,0.2,3.0,,1.2,1.0,0.2,0.2,0.04,0.1,1.6,,,,0.4,1.0,,0.4,,,,0.2,0.6,,
Saël Kumbedi,Lyon,DEF,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,1.0
Sebastian Nanasi,Strasbourg,ATT,,,1.0,2.0,2.0,,9.0,,,0.5,,1.5,,1.2,,,,,,,,,,,,,,2.0,
Sebastian Szymanski,Rennes,ATT,,,,,,,,,,0.2,,0.1,,,,,,,,,,,,,,,,,
Seko Fofana,Rennes,MID,1.1,45.1,,,,0.1,11.0,,1.0,0.8,0.11,1.0,0.14,1.3,0.4,,0.14,,0.6,,,0.8,,,,0.4,1.7,1.0,
Sekou Doucoure,Nantes,Code_1,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Senny Mayulu,Paris Saint-Germain,MID,0.8,32.3,2.0,4.0,4.0,,21.0,,0.3,1.6,0.13,2.8,0.24,2.3,1.5,,0.25,,0.4,,,1.2,,,,0.6,0.7,3.0,1.0
Seny Koumbassa,Toulouse,DEF,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Sidiki Cherif,Angers,ATT,0.1,13.0,,1.0,3.0,,5.0,,0.2,0.4,0.03,3.0,0.23,3.0,1.2,,0.31,,0.5,,,0.2,,,,0.9,0.9,4.0,3.0
Simon Ebonog,Le Havre,MID,0.5,19.3,,1.0,,0.4,2.0,,1.5,0.2,0.02,0.9,0.09,0.2,1.2,,,,1.1,,,0.6,,,,0.2,0.8,,3.0
Sinaly Diomandé,Auxerre,DEF,3.7,36.9,,,1.0,0.6,1.0,,4.7,0.1,0.01,1.2,0.12,0.2,1.3,,0.1,,1.9,,,,1.0,,,0.1,0.3,1.0,1.0
Sofiane Boufal,Le Havre,ATT,,,,1.0,,,3.0,,,0.1,,0.0,,0.1,,,,,,,,,,,,,,,1.0
Sofiane Diop,Nice,ATT,2.3,29.0,2.0,4.0,1.0,0.1,17.0,,0.3,2.6,0.19,5.1,0.37,4.5,1.0,,0.51,,0.9,,,0.6,,,,0.8,1.2,7.0,3.0
Soriba Diaoune,Lille,Code_3,,,1.0,,1.0,,2.0,,,0.1,,1.2,,1.2,,,,,,,,,,,,,,1.0,
Soumaila Coulibaly,Brest,DEF,2.5,46.0,,,,0.6,1.0,,5.2,0.1,0.01,0.3,0.03,0.3,1.6,,,,0.9,,,,,,,0.2,0.3,,3.0
Stanis Idumbo,Monaco,ATT,,,1.0,1.0,1.0,,3.0,,,0.2,,0.6,,0.8,,,,,,,,,,,,,,1.0,
Stephan Zagadou,Le Havre,DEF,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Sékou Mara,Auxerre,ATT,0.7,12.8,1.0,1.0,1.0,,6.0,,0.5,1.0,0.12,1.7,0.21,1.2,2.3,,,,0.1,,1.0,0.4,,,,0.9,1.2,,
Tadjidine Mmadi,Marseille,ATT,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,
Takumi Minamino,Monaco,ATT,0.7,21.4,2.0,3.0,4.0,0.2,9.0,,0.5,2.0,0.19,3.2,0.3,3.0,0.9,,0.28,,0.4,1.0,,1.3,,,,0.7,0.4,3.0,4.0
Tanguy Ndombélé,Nice,MID,,,1.0,1.0,1.0,,4.0,,,0.2,,0.5,,0.1,,,,,,,,,,,,,,,
Tanner Tessmann,Lyon,MID,2.5,44.1,,3.0,2.0,0.7,9.0,,2.5,1.0,0.07,1.3,0.09,1.8,0.8,,0.07,,0.9,,,0.2,,,,0.4,0.4,1.0,
Telli Siwe,Auxerre,DEF,,,,,,,1.0,,,0.0,,0.0,,,,,,,,1.0,,,,,,,,,
Terem Moffi,Nice,ATT,,9.8,,1.0,5.0,,5.0,,0.2,0.5,0.09,3.3,0.6,2.8,0.4,,0.37,,,,,0.4,,,,1.5,0.6,2.0,
Terry Yegbe,Metz,DEF,3.1,47.3,1.0,1.0,2.0,0.7,3.0,,6.1,0.2,0.02,0.7,0.04,0.8,0.9,,,,1.0,,,0.1,,,,0.1,0.1,,2.0
Thelonius Bair,Auxerre,ATT,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Theo Le Bris,Lorient,MID,0.4,25.0,2.0,2.0,,0.1,11.0,,1.6,1.4,0.1,1.1,0.08,2.0,0.6,,0.14,,0.5,,,0.4,,,,0.4,0.6,2.0,
Thibault De Smet,Paris FC,DEF,1.4,39.3,1.0,1.0,,0.2,4.0,,3.2,0.4,0.04,0.2,0.02,,1.0,,,,0.5,,,0.3,1.0,,,,0.2,,2.0
Thilo Kehrer,Monaco,DEF,2.6,56.0,,,2.0,1.0,1.0,,3.0,0.2,0.02,1.4,0.11,0.0,1.3,,,,1.4,,,,2.0,,,0.1,0.2,,4.0
Thomas Delaine,Le Havre,DEF,,,,,,,3.0,,,0.3,,0.1,,,,,,,,,,,,,,,,,1.0
Thomas Meunier,Lille,DEF,1.9,38.0,,3.0,,0.2,10.0,,3.1,1.9,0.15,0.8,0.06,0.1,1.3,,,,0.9,,,0.6,,,,0.1,0.6,,2.0
Théo De Percin,Auxerre,GK,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Tiago Gouveia,Nice,DEF,0.7,24.5,,1.0,,,2.0,,0.7,0.1,0.02,0.7,0.13,0.7,0.7,,,,1.1,,,0.6,,,,0.7,0.9,,1.0
Tiago Santos,Lille,DEF,,,,,,,4.0,,,0.3,,0.0,,,,,,,,,,,,,,,,,
Tidiane Devernois,Auxerre,Code_2,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,
Timothy Weah,Marseille,DEF,0.9,32.9,2.0,3.0,3.0,0.1,17.0,,0.9,1.7,0.12,1.2,0.09,1.8,1.3,,0.15,,0.6,,,0.2,,,,0.6,0.7,2.0,1.0
Timothée Kolodziejczak,Paris FC,DEF,,,,,,,2.0,,,0.1,,0.1,,0.3,,,,,,1.0,,,,,,,,,2.0
Timothée Pembélé,Le Havre,DEF,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,
Tom Louchet,Nice,MID,1.7,29.5,2.0,5.0,1.0,0.5,14.0,,2.2,1.4,0.17,0.6,0.07,0.8,1.3,,0.12,,1.0,,,0.6,1.0,,,0.2,0.9,1.0,1.0
Tuomas Ollila,Paris FC,DEF,,,,,,,1.0,,,0.8,,0.1,,,,,,,,,,,,,,,,,
Tylel Tati,Nantes,DEF,1.6,43.7,,,1.0,0.8,1.0,,4.3,0.2,0.01,0.3,0.02,,1.1,,,,1.0,2.0,,,,,,,0.5,,5.0
